,tweet
2103,UnitedStatesSecretService did an excellent job stopping the maniac running to the stage. He has ties to IslamicStateofIraqandtheLevant. Should be in jail! https://t.co/tkzbHg7wyD?ssr=true
2104,"Do the people of Ohio know that JohnKasich is STRONGLY in favor of CommonCoreStateStandardsInitiative! In other words, Education of your children from WashingtonDC No way"
2105,"#EndCommonCore #Trump2016
Video: https://t.co/krYK2DiAlh https://t.co/RAH45igqJI"
2106,"Just finished my second speech. 20K in UniversityofDayton &amp; 25K in Cleveland- perfectly behaved crowd. Thanks- I Love you, Ohio! https://t.co/IDmwG5FQsw"
2107,It is HillaryClinton and BernieSanders people who disrupted my Rallying in Chicago - and then they say I must talk to my people. Phony politicians!
2108,The last person that Hillary or Bernie want to run against is DonaldTrump --- and that is fact!
2109,"We are asking law enforcement to check for dishonest Earlyvoting in Florida- on behalf of little MarcoRubio. 
No way to run a country!"
2110,"Word is-early voting in FL is very dishonest. Little Marco, his State Chairperson, &amp; their minions are working overtime-trying to rig the vote."
2111,"The Rallying in Cincinnati is Ontario. Media put out false reports that it was cancelled! 
#MakeAmericaGreatAgain #Trump2016"
2112,"Thank you Dayton, Ohio! 20,000 supporters- largest in airport history! #MakeAmericaGreatAgain #Trump2016 https://t.co/ry2p5qGcFt"
2113,MakeAmericaGreatAgain!
2114,"On my way to Dayton, Ohio. Will be there soon!"
2115,The Rallying in Cincinnati is Ontario. Media put out false reports that it was cancelled. Will be great - Love you Ohio!
2116,"Ohio had the biggest budget increase in the UnitedStates If it were not for striking Oil, they would be Breast! GovernorofTexas Kasich in favor of TransPacificPartnership Fraud!"
2117,Absentee GovernorofTexas Kasich voted for NorthAmericanFreeTradeAgreement and NorthAmericanFreeTradeAgreement devastated Ohio - a Disaster from which it never recovered. Kasich is good for Mexico!
2118,"The organized group of people, many of them thugs, who shut down our FirstAmendmenttotheUnitedStatesConstitution rights in Chicago, have totally Energized UnitedStates!"
2119,I just got off the phone with the great people of Guam! Thank you for your support! #VoteTrump TheBeachBoysToday #Trump2016
2120,GreatNews! Thank you Governor Ralph DarkLatinGroove Torres! #Trump2016  https://t.co/hXwAK3iyPk
2121,It means so much to me- receiving an endorsement from PhyllisSchlafly. A truly great woman &amp; ConservatismintheUnitedStates. https://t.co/11rEMu99qc
2122,"Thank you St. Louis, Missouri! 
#MakeAmericaGreatAgain #Trump2016
https://t.co/qM1Mwq05j2 https://t.co/MxVFHvHfS3"
2123,"Rumor has it that @Politico is going out of business. Losing too much money. GreatNews! Likewise, SevenDwarfs MortimerZuckerman's @NYDailyNews"
2124,https://t.co/ZQ0osiFEJQ
2125,"Dr. BenCarson- IConcur. 

""I believe in God who can change people- he can make any of us better.""
@RealBenCarson"
2126,ProB w/ all pundits saying last fall DonaldTrumponsocialmedia had no chance is that shows media so out of touch w/ Americans
2127,Please read my full endorsement of DonaldTrumponsocialmedia  for PresidentoftheUnitedStates of the UnitedStates: https://t.co/aSx9u3Ayz1.
2128,"I endorse DonaldTrumponsocialmedia. It’s time to unite behind the candidate who will beat HillaryClinton and return government to, ""We the People"""
2129,"Many people fight for change in AugustinPyramusdeCandolle DonaldTrumponsocialmedia is a leader with an outsider’s perspective &amp; the vision, guts &amp; Energy to get it done."
2130,The AutozamScrum: Video Emerges to Suggest TheWashingtonPost Reporter Ben Terris Misidentifies RobertLewandowski in Fields Incident  BreitbartNews https://t.co/wJ51Mkj27e
2131,Thank you! #GOPDebate https://t.co/BuJ1YFkjvm
2132,"""@JaredWyand: Let's be clear.. #NeverDonaldTrump is about ""Never someone we don't own"" You either play into it &amp; let them win or vote DonaldTrump."
2133,"Thank you UnitedStates! #Trump2016
#MakeUnitedStatesGreatAgain https://t.co/8B0J8Xt3dh"
2134,Thank you Mark. #GOPDebate  https://t.co/jeaiAvgEEC
2135,"""@adriparsonss: @The_Trump_Train DonaldTrumponsocialmedia #DonaldTrump is your man UnitedStates. He is the best!! Vote for him!"" Thank you!"
2136,"WowKylieMinoguesong, you are all correct about @FoxNews - TotallyBiasedwithWKamauBell and disgusting reporting."
2137,"Another Dishonest Politician 
#LightweightSenatorMarcoRubio https://t.co/w7G5vJ511O"
2138,"Keep Lightweight Marco and his friends out of the WhiteHouse. 
#MakeAmericaGreatAgain #Trump2016 https://t.co/hNkkRx66Hc"
2139,"Phony ClubforGrowth tried to shake me down for one million dollars, &amp; is now putting out nasty negative ads on me. They are total losers!"
2140,Thank you Hawaii! #Trump2016
2141,This was a great evening- I would like to thank everyone for their wonderful support.
2142,Liveband Stream now: DonaldTrump press conference #TrumpTrain #Trump2016 https://t.co/s7WgNXR27A
2143,Thank you Michigan! #Trump2016
2144,Thank you Mississippi! #Trump2016
2145,Thank you! #Trump2016 https://t.co/WvTkL8mMHY
2146,"Thank you UnitedStates! #Trump2016
https://t.co/jOD54EGGmG"
2147,"Word is I am doing very well in Michigan and Mississippi! WowKylieMinoguesong, and with all that money spent against me! Will be going to DonaldTrump Jupiter now!"
2148,"I hear @NBCNewscom / @TheWallStreetJournal came out with another one of their phony polls. While I am leading, they are totally discredited after last S.C. poll"
2149,Aloha Hawaii: We would be honored to have your vote! Find your Caucus https://t.co/iNgQS80mxX #TrumpWaikiki #Mahalo https://t.co/ggTwDLbSG7
2150,"The negative Televisionadvertisement about me, paid for by the politicians Crimeboss, are a total #Mediafraud. When you watch, remember!"
2151,"Hawaii:
https://t.co/MnIlk2l9hP
Idaho:
https://t.co/7y5RxLpZRQ
Mississippi:
https://t.co/n43cPeJIqa
Michigan:
https://t.co/GL5JiZbqIc"
2152,"#VoteTrumpID! #Trump2016
https://t.co/c6NHn6d6jX"
2153,"#VoteTrumpHI! #Trump2016
https://t.co/cCCLxnisSO"
2154,"#VoteTrumpMI! #Trump2016
https://t.co/IWMxISjH6L"
2155,"#VoteTrumpMS! #Trump2016
https://t.co/KaHD0uENla"
2156,"MittRomney had his chance and blew it. LindseyGraham ran for PresidentoftheUnitedStates, got Artmovement, and quit! Why are they now spokesmen against me? Sad"
2157,"Remember, I am the only one who is self-funding my campaign. All of the other candidates are bought and paid for by Advocacygroup!"
2158,"SunSentinel says: RickyRubio lacks the experience, Workethic and Gravitas needed to be PresidentoftheUnitedStates. Explosive HAS Negation EARNED YOUR VOTE!"
2159,"""@EricTrump: Wishing our father tremendous luck in Michigan, Mississippi, Idaho &amp; Hawaii TheBeachBoysToday Amazing father! https://t.co/cYpx4eC9W @Q"""
2160,MakeAmericaGreatAgain!
2161,Thank you @EricTrump! https://t.co/U1iTLmcbAc
2162,"Michigan, Mississippi, Idaho &amp; Hawaii: Get out to VOTE and join the movement TheBeachBoysToday Video: https://t.co/fJw8Ax7E8P https://t.co/ZDbarevYAc"
2163,PersepolisFC for Growth is a very dishonest group. They represent Conservatism values terribly &amp; are bad for UnitedStates. https://t.co/rnGoaprYuA
2164,"People forget, it was Club for Growth that asked me for $1 million. I said no &amp; they went negative. Extortion! https://t.co/oq8jmoep7i"
2165,"TedCruz Was For Welcoming RefugeesoftheSyrianCivilWar Before He Was Against It
https://t.co/zw4o1DJgfB"
2166,"I employ many people in Hawaii at my great Hotel in Honolulu. I’ll be there very soon. Vote for me, Hawaii!"
2167,"JervyCruz came to Mississippi, there was nobody there, he left the state. I had a Rallying in JamesMadison, Mississippi with 10,000! 
Thank you!"
2168,I will be interviewed by @SeanHannity TheTonightShow at 10pm EST on @FoxNews! EnjoyRecords
2169,"New ad concerning Lightweight UnitedStatesSenate MarcoRubio: 
https://t.co/cNe0skpB5i"
2170,"Thank you Idaho! I Love your Potato- 
nobody grows them better. As 
PresidentoftheUnitedStates, I will protect your Mediamarket. https://t.co/kqx8un1jnw"
2171,"Lightweight UnitedStatesSenate MarcoRubio features DonaldTrump Univ. students in FL. Attackad- who submitted ""excellent"" reviews. https://t.co/JGTD590pKE"
2172,"""@justin_sellers: Setup is underway DonaldTrumponsocialmedia Rallying in JamesMadison. #MSPrimary https://t.co/1HLgixbqia"" Thank you!"
2173,"It was great being in Michigan. Remember, I am the only PresidentoftheUnitedStates candidate who will bring jobs back to the U.S.and protect car industry!"
2174,Don't believe the millions of dollars of phony Television ads by Lightweight MarcoRubio and the R establishment. Dishonest People
2175,"Leaving for NorthCarolina. Big crowd, will be fun!"
2176,Congratulation to Adam WalterScott and all of the folks at TrumpNationalDoralMiami on producing a really great WorldGolfChampionships Tournament. Amazing finish!
2177,"I will be using Facebook and Twitter to expose dishonest Lightweight UnitedStatesUnitedStatesSenate MarcoRubio. A record no-show in UnitedStatesSenate, he is scamming Florida"
2178,"We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop BarackObama (twice), ruin the MOVEMENT with millions of  $'s in false ads!"
2179,"LindseyGraham is all over T.V., much like failed 47% candidate MittRomney. These nasty, angry, jealous  failures have Artmovement credibility!"
2180,"Failed PresidentoftheUnitedStates candidate LindseyGraham should respect me. I destroyed his run, brought him from 7% to 0% when he got out. Now Nasty"
2181,How do you fight millions of dollars of fraudulent commercials pushing for crooked politicians? I will be using Facebook &amp; Twitter. Watch!
2182,"All of the phony T.V. commercials against me are bought and payed for by Falloutvideogame INTEREST GROUPS, the bandits that tell your Pols what to do"
2183,"""@Janetlarose1: DonaldTrumponsocialmedia @FaceTheNation @jdickerson WASHINGTON VERSUS TRUMP ❤ &amp;TRUMPS SUPPORTERS ... #TRUMPDOG"""
2184,"""@ChadRowland3:  @jdickerson @FaceTheNation A solid interview and a fair one. Great job Mr. DonaldTrump. Keep up the good work. #DonaldTrumpTrain"""
2185,.@meetthepress and @chucktodd did a 1 hour hit job on me today – TotallyBiasedwithWKamauBell and mostly false. Dishonest media!
2186,I am at DonaldTrump National Doral-best Resort in UnitedStates RoryGilmore and Adam WalterScott are doing great! Watch on NBC at 3:00 P.M.  MakeAmericaGreatAgain!
2187,Thank you to @jdickerson and @FaceTheNation for a very fair and professional interview this morning. No wonder you are #1 in the ratings!
2188,"Fraud Lightweight Marco made a Television ad on TrumpU featuring 2 people who signed these letters: https://t.co/tSpFBn6Rux
https://t.co/KFmotmqfnN"
2189,The primary Plaintiff in the phony TrumpUniversity suit wants to abandon the case. Disgraceful!
2190,"NancyReagan, the wife of a truly great PresidentoftheUnitedStates, was an AmazingStories woman. She will be missed!"
2191,"DavidOwenBrooks, of the NewYorkCity Times, is closing in on being the dumbest of them all. He doesn’t have a clue."
2192,Thank you Michigan! #Trump2016 https://t.co/ttwwvrTjwE
2193,FLORIDA: Do not miss this opportunity to #MakeAmericaGreatAgain! Thank you @IvankaTrump: https://t.co/LHRNDKsoKh https://t.co/7cnWT9RGSr
2194,I will be interviewed on @FaceTheNation this morning. EnjoyRecords  @jdickerson
2195,".@FoxNews is devastated that Lightweight UnitedStatesSenate MarcoRubio got trounced TheTonightShow and is the big loser. IWon the two big states, great!"
2196,"Thank you Kentucky! #Trump2016
#SuperSaturday"
2197,"Thank you Louisiana! #Trump2016
#SuperSaturday"
2198,"If you live in Louisiana, Maine, Kentucky or Kansas remember to vote TheBeachBoysToday Together let's #MakeAmericaGreatAgain🇺🇸 https://t.co/fVLftOVasa"
2199,"I will be at the Cadillac WorldGolfChampionships @TrumpDoral in Miami tomorrow! RoryGilmore, Phil, Bubba, Adam, and Dustin all at the top!"
2200,"Thank you Willie DivisionofRobertson! 
#VoteTrump #MakeAmericaGreatAgain  https://t.co/0TUpaNfUmR"
2201,I would Love to be at the Cadillac WorldGolfChampionships @TrumpDoral in Miami- but even more so in OrlandoMagic with the #TrumpTrain!
2202,I am watching two clown announcers on @FoxNews as they try to build up failed PresidentoftheUnitedStates candidate #LittleMarco. FoxNews is in the bag!
2203,"MittRomney's failed advisors, like campaign MGRamachandran StuartStevens are all over Television telling people how to win. But they lost- don't know how to win!"
2204,".@MittMittRomney was a Disaster candidate who had no guts and choked! MittRomney is a total joke, and everyone knows it!"
2205,"Thank you, Kansas! The line going into the OrlandoMagic event is over a mile long. Massive crowd expected. Leaving Kansas now, be there soon!"
2206,#CaucusForTrump #Trump2016  https://t.co/pTUlDXgPkP
2207,Getting ready to make my speech at #KansasCaucus. A great honor! #MakeAmericaGreatAgain #Trump2016
2208,Thank you Kansas! Thousands of people inside- and thousands outside who couldn't get into the hall. Really AmazingStories! #CaucusForTrump
2209,"To the people of Kentucky, 
RandPaul didn't want you. Now he Runbaseball back due to his PresidentoftheUnitedStates failure. 
#VoteTrump #MakeAmericaGreatAgain"
2210,"Why would anyone in Kentucky ListenBeyoncsong to failed PresidentoftheUnitedStates candidate RandPaul re: Caucus. Made a fool of himself (1%.)
Kentucky his 2nd choice!"
2211,"Will be in OrlandoFlorida, this afternoon. 25,000 people expected. This is a movement like our GREAT COUNTRY has never seen before!"
2212,"WowKylieMinoguesong, big lines in Kansas."
2213,"For all of today's voters please remember that I am the only candidate that is self funding my campaign, I am not bought and paid for!"
2214,"Great time last night in Louisiana. Big and energetic crowd. Gogame out and vote now, polls open. MakeAmericaGreatAgain!"
2215,"I am in Kansas. Will be an exciting day. Big speech this morning in Wichitapeople, and then go to Caucus. Sorry ConservativePoliticalActionConference (the format was fine!)."
